date,festival,product,category,price,units_sold,revenue
21-10-2021,Karva Chauth,Saree,Festival,936.2307692,3763,3507994
21-10-2021,Karva Chauth,Soft Toy,Festival,643.75,540,339835
21-10-2021,Karva Chauth,Wall Hanging,Festival,589,250,152427
21-10-2021,Karva Chauth,Watch,Festival,763.9333333,3961,2891575
22-10-2021,Karva Chauth,Bracelet,Festival,983,882,875149
22-10-2021,Karva Chauth,Candles,Festival,396,172,62932
22-10-2021,Karva Chauth,Chocolates,Festival,689.6666667,1946,1433268
22-10-2021,Karva Chauth,Clutch Bag,Festival,299.1666667,436,139957
22-10-2021,Karva Chauth,Decor,Festival,675.6666667,278,201106
22-10-2021,Karva Chauth,Flowers,Festival,744.6666667,236,157801
22-10-2021,Karva Chauth,Gift Box,Festival,761.3846154,3183,2283985
22-10-2021,Karva Chauth,Handbag,Festival,477.8,249,114181
22-10-2021,Karva Chauth,Jewellery,Festival,794.2857143,1846,1558170
22-10-2021,Karva Chauth,Mehndi,Festival,858.6,1501,1303490
22-10-2021,Karva Chauth,Necklace,Festival,740.6,458,354944
22-10-2021,Karva Chauth,Perfume,Festival,1002.769231,4172,4287049
22-10-2021,Karva Chauth,Personalized Mug,Festival,1074.466667,4011,4413432
22-10-2021,Karva Chauth,Photo Frame,Festival,746,356,280994
22-10-2021,Karva Chauth,Puja Thali,Festival,1005.3,2824,2909127
22-10-2021,Karva Chauth,Ring,Festival,506.8,339,172865
22-10-2021,Karva Chauth,Saree,Festival,835.9333333,4583,3699697
22-10-2021,Karva Chauth,Soft Toy,Festival,614,559,359700
22-10-2021,Karva Chauth,Wall Hanging,Festival,709.5,455,329909
22-10-2021,Karva Chauth,Watch,Festival,1031.333333,2688,2771157
23-10-2021,Karva Chauth,Bracelet,Festival,1001.8,3295,3533165
23-10-2021,Karva Chauth,Candles,Festival,525,354,163838
23-10-2021,Karva Chauth,Chocolates,Festival,830.6428571,4417,3632723
23-10-2021,Karva Chauth,Clutch Bag,Festival,653.4,320,192870
23-10-2021,Karva Chauth,Decor,Festival,218,203,45029
23-10-2021,Karva Chauth,Flowers,Festival,587.3333333,465,267120
23-10-2021,Karva Chauth,Gift Box,Festival,826.3,2531,2100249
23-10-2021,Karva Chauth,Handbag,Festival,600.5,323,197511
23-10-2021,Karva Chauth,Jewellery,Festival,747.3636364,3709,2757406
23-10-2021,Karva Chauth,Mehndi,Festival,897.3846154,3880,3689114
23-10-2021,Karva Chauth,Necklace,Festival,683.125,560,371328
23-10-2021,Karva Chauth,Perfume,Festival,847.7857143,4210,3495714
23-10-2021,Karva Chauth,Personalized Mug,Festival,936.2,4283,4277337
23-10-2021,Karva Chauth,Photo Frame,Festival,445.625,488,222289
23-10-2021,Karva Chauth,Puja Thali,Festival,581.6,1739,1016949
23-10-2021,Karva Chauth,Ring,Festival,610.2857143,544,322786
23-10-2021,Karva Chauth,Saree,Festival,960.6,1865,1850180
23-10-2021,Karva Chauth,Soft Toy,Festival,878.75,287,226655
23-10-2021,Karva Chauth,Wall Hanging,Festival,475.8571429,431,213743
23-10-2021,Karva Chauth,Watch,Festival,905.9333333,4752,4371918
24-10-2021,Karva Chauth,Bracelet,Festival,699.9090909,3520,2540256
24-10-2021,Karva Chauth,Candles,Festival,737.75,307,244178
24-10-2021,Karva Chauth,Chocolates,Festival,842.6,4861,4103064
24-10-2021,Karva Chauth,Clutch Bag,Festival,428.2857143,546,227787
24-10-2021,Karva Chauth,Decor,Festival,549.6,281,184579
24-10-2021,Karva Chauth,Flowers,Festival,678.7142857,534,368742
24-10-2021,Karva Chauth,Gift Box,Festival,959.8571429,4396,4153340
24-10-2021,Karva Chauth,Handbag,Festival,555.3333333,232,161589
24-10-2021,Karva Chauth,Jewellery,Festival,603.8,1776,1105430
24-10-2021,Karva Chauth,Mehndi,Festival,708.6,3434,2501164
24-10-2021,Karva Chauth,Necklace,Festival,748.5,632,469410
24-10-2021,Karva Chauth,Perfume,Festival,885,3655,3018116
24-10-2021,Karva Chauth,Personalized Mug,Festival,969.4444444,2538,2211986
24-10-2021,Karva Chauth,Photo Frame,Festival,815.1428571,400,337010
24-10-2021,Karva Chauth,Puja Thali,Festival,437.2222222,2750,1231600
24-10-2021,Karva Chauth,Ring,Festival,700.75,695,478732
24-10-2021,Karva Chauth,Saree,Festival,1000.333333,1356,1309003
24-10-2021,Karva Chauth,Soft Toy,Festival,611,312,176149
24-10-2021,Karva Chauth,Wall Hanging,Festival,707.8,332,272743
24-10-2021,Karva Chauth,Watch,Festival,716.125,2371,1672480
25-10-2021,Karva Chauth,Bracelet,Festival,758.2,1381,1075527
25-10-2021,Karva Chauth,Candles,Festival,582.625,465,322854
25-10-2021,Karva Chauth,Chocolates,Festival,875,4051,3533421
25-10-2021,Karva Chauth,Clutch Bag,Festival,724.75,545,386176
25-10-2021,Karva Chauth,Decor,Festival,637,212,123916
25-10-2021,Karva Chauth,Flowers,Festival,817.875,406,320573
25-10-2021,Karva Chauth,Gift Box,Festival,1091.6,1640,1739497
25-10-2021,Karva Chauth,Handbag,Festival,602.4285714,400,251872
25-10-2021,Karva Chauth,Jewellery,Festival,866.4285714,2065,1916207
25-10-2021,Karva Chauth,Mehndi,Festival,944.4545455,3510,3412636
25-10-2021,Karva Chauth,Necklace,Festival,365,405,166163
25-10-2021,Karva Chauth,Perfume,Festival,752.3,3157,2371304
25-10-2021,Karva Chauth,Personalized Mug,Festival,935.3333333,2024,1923755
25-10-2021,Karva Chauth,Photo Frame,Festival,607.3333333,129,84657
25-10-2021,Karva Chauth,Puja Thali,Festival,881.6666667,3595,3152757
25-10-2021,Karva Chauth,Ring,Festival,585.3333333,281,155222
25-10-2021,Karva Chauth,Saree,Festival,886.1818182,2922,2462104
25-10-2021,Karva Chauth,Soft Toy,Festival,694.8571429,493,377116
25-10-2021,Karva Chauth,Wall Hanging,Festival,795.75,411,328403
25-10-2021,Karva Chauth,Watch,Festival,932.5384615,4074,3876516
28-10-2021,Diwali,Candles,Festival,619.25,508,335865
28-10-2021,Diwali,Chocolates,Festival,1007.6,2395,2436363
28-10-2021,Diwali,Coffee Mug,Festival,944.3333333,213,208370
28-10-2021,Diwali,Diyas,Festival,826.8333333,879,697558
28-10-2021,Diwali,Dry Fruits,Festival,630.6666667,132,70690
28-10-2021,Diwali,Firecrackers,Festival,950.5,1884,1763428
28-10-2021,Diwali,Gift Hamper,Festival,413.3333333,108,45133
28-10-2021,Diwali,Gift Vouchers,Festival,1007.714286,1282,1396585
28-10-2021,Diwali,Home Decor Set,Festival,384,201,71196
28-10-2021,Diwali,Indoor Plants,Festival,537.2857143,541,300146
28-10-2021,Diwali,Kitchen Set,Festival,727.7142857,599,433675
28-10-2021,Diwali,LED Lights,Festival,1013.6,730,766613
28-10-2021,Diwali,Lamps,Festival,852.0909091,2207,1791099
28-10-2021,Diwali,Puja Thali,Festival,730.3333333,311,231057
28-10-2021,Diwali,Rangoli,Festival,746.6666667,474,377193
28-10-2021,Diwali,Smart Bulbs,Festival,829.6666667,975,716149
28-10-2021,Diwali,Smart Speakers,Festival,884.5384615,2609,2337549
28-10-2021,Diwali,Smart Watch,Festival,785.5714286,1415,1083126
28-10-2021,Diwali,Sweets Box,Festival,885.8571429,1669,1572855
28-10-2021,Diwali,Wall Paintings,Festival,718.6666667,254,180048
29-10-2021,Diwali,Candles,Festival,632.6666667,201,151466
29-10-2021,Diwali,Chocolates,Festival,796.6666667,1968,1465690
29-10-2021,Diwali,Coffee Mug,Festival,645.375,643,371585
29-10-2021,Diwali,Diyas,Festival,1202,844,1024536
29-10-2021,Diwali,Dry Fruits,Festival,649,505,317789
29-10-2021,Diwali,Firecrackers,Festival,879.375,1656,1522050
29-10-2021,Diwali,Gift Hamper,Festival,659.7142857,434,297048
29-10-2021,Diwali,Gift Vouchers,Festival,720.625,1349,970241
29-10-2021,Diwali,Home Decor Set,Festival,592.625,633,349455
29-10-2021,Diwali,Indoor Plants,Festival,459.6666667,292,139840
29-10-2021,Diwali,Kitchen Set,Festival,622.2,379,207058
29-10-2021,Diwali,LED Lights,Festival,703.6,819,495412
29-10-2021,Diwali,Lamps,Festival,666.5,959,684804
29-10-2021,Diwali,Puja Thali,Festival,863.5,222,200752
29-10-2021,Diwali,Rangoli,Festival,655.125,525,370079
29-10-2021,Diwali,Smart Bulbs,Festival,827.3,2279,1932588
29-10-2021,Diwali,Smart Speakers,Festival,873.3,2019,1772607
29-10-2021,Diwali,Smart Watch,Festival,1086.833333,1300,1473473
29-10-2021,Diwali,Sweets Box,Festival,737.5384615,2761,1939230
29-10-2021,Diwali,Wall Paintings,Festival,912.6666667,220,202173
30-10-2021,Diwali,Candles,Festival,583.8571429,606,357721
30-10-2021,Diwali,Chocolates,Festival,1136,1266,1470432
30-10-2021,Diwali,Coffee Mug,Festival,774.375,636,481983
30-10-2021,Diwali,Diyas,Festival,1024.466667,3791,3960961
30-10-2021,Diwali,Dry Fruits,Festival,555.6,268,162936
30-10-2021,Diwali,Firecrackers,Festival,764.625,2121,1551686
30-10-2021,Diwali,Gift Hamper,Festival,621.25,236,156971
30-10-2021,Diwali,Gift Vouchers,Festival,865.5454545,2514,2180595
30-10-2021,Diwali,Home Decor Set,Festival,1017,285,292923
30-10-2021,Diwali,Indoor Plants,Festival,686,367,277903
30-10-2021,Diwali,Kitchen Set,Festival,816.25,573,472858
30-10-2021,Diwali,LED Lights,Festival,763.875,1644,1126713
30-10-2021,Diwali,Lamps,Festival,792.5714286,1569,1258496
30-10-2021,Diwali,Puja Thali,Festival,640,546,341426
30-10-2021,Diwali,Rangoli,Festival,443.8,375,182374
30-10-2021,Diwali,Smart Bulbs,Festival,781.2,3343,2520367
30-10-2021,Diwali,Smart Speakers,Festival,838,1314,1123840
30-10-2021,Diwali,Smart Watch,Festival,908.8333333,1208,994500
30-10-2021,Diwali,Sweets Box,Festival,784.9333333,3528,2693193
30-10-2021,Diwali,Wall Paintings,Festival,716.3333333,227,162345
31-10-2021,Diwali,Candles,Festival,621.3333333,365,229074
31-10-2021,Diwali,Chocolates,Festival,1042.454545,2685,2659605
31-10-2021,Diwali,Coffee Mug,Festival,569.5,391,189788
31-10-2021,Diwali,Diyas,Festival,650.6,1190,852173
31-10-2021,Diwali,Dry Fruits,Festival,473.5,421,192706
31-10-2021,Diwali,Firecrackers,Festival,1049.2,1055,1174075
31-10-2021,Diwali,Gift Hamper,Festival,373.6666667,260,102367
31-10-2021,Diwali,Gift Vouchers,Festival,906.5454545,2471,2244175
31-10-2021,Diwali,Home Decor Set,Festival,748.8,379,290492
31-10-2021,Diwali,Indoor Plants,Festival,840.6,355,330474
31-10-2021,Diwali,Kitchen Set,Festival,897.75,294,274831
31-10-2021,Diwali,LED Lights,Festival,747.875,2110,1733959
31-10-2021,Diwali,Lamps,Festival,732,3684,2585690
31-10-2021,Diwali,Puja Thali,Festival,884,216,188488
31-10-2021,Diwali,Rangoli,Festival,605.875,557,366220
31-10-2021,Diwali,Smart Bulbs,Festival,779.8333333,1413,1348602
31-10-2021,Diwali,Smart Speakers,Festival,783.8461538,3087,2345641
31-10-2021,Diwali,Smart Watch,Festival,777.2,1583,1220307
31-10-2021,Diwali,Sweets Box,Festival,633.875,2290,1377525
31-10-2021,Diwali,Wall Paintings,Festival,643,592,374886
01-11-2021,Diwali,Candles,Festival,697.8,395,291719
01-11-2021,Diwali,Chocolates,Festival,1078.692308,3549,3775076
01-11-2021,Diwali,Coffee Mug,Festival,616.8,260,169997
01-11-2021,Diwali,Diyas,Festival,775.0666667,3441,2652070
01-11-2021,Diwali,Dry Fruits,Festival,826.6,366,295371
01-11-2021,Diwali,Firecrackers,Festival,1206.6,1240,1568685
01-11-2021,Diwali,Gift Hamper,Festival,616,269,196385
01-11-2021,Diwali,Gift Vouchers,Festival,972.5,3346,3312396
01-11-2021,Diwali,Home Decor Set,Festival,752.5,304,204892
01-11-2021,Diwali,Indoor Plants,Festival,545.3333333,159,68699
01-11-2021,Diwali,Kitchen Set,Festival,705.375,570,383207
01-11-2021,Diwali,LED Lights,Festival,946.5,1386,1236875
01-11-2021,Diwali,Lamps,Festival,722.1111111,2060,1652252
01-11-2021,Diwali,Puja Thali,Festival,430.25,456,191579
01-11-2021,Diwali,Rangoli,Festival,781,532,399763
01-11-2021,Diwali,Smart Bulbs,Festival,838.9,2714,2158276
01-11-2021,Diwali,Smart Speakers,Festival,946.8571429,1742,1533415
01-11-2021,Diwali,Smart Watch,Festival,801.5,3282,2686482
01-11-2021,Diwali,Sweets Box,Festival,647.8,1684,1036801
01-11-2021,Diwali,Wall Paintings,Festival,845.2,324,294622
02-11-2021,Diwali,Candles,Festival,695.3333333,178,106958
02-11-2021,Diwali,Chocolates,Festival,711.7142857,2184,1427743
02-11-2021,Diwali,Coffee Mug,Festival,759.6666667,119,85730
02-11-2021,Diwali,Diyas,Festival,975.8,1470,1484149
02-11-2021,Diwali,Dry Fruits,Festival,988.3333333,196,187737
02-11-2021,Diwali,Firecrackers,Festival,997.2,1407,1497162
02-11-2021,Diwali,Gift Hamper,Festival,534.6666667,530,288437
02-11-2021,Diwali,Gift Vouchers,Festival,840.625,2639,2260649
02-11-2021,Diwali,Home Decor Set,Festival,950.3333333,433,432447
02-11-2021,Diwali,Indoor Plants,Festival,565.6666667,158,65118
02-11-2021,Diwali,Kitchen Set,Festival,802.6666667,385,270343
02-11-2021,Diwali,LED Lights,Festival,953.4615385,3416,3436891
02-11-2021,Diwali,Lamps,Festival,962.8888889,2585,2457725
02-11-2021,Diwali,Puja Thali,Festival,428.4,300,142096
02-11-2021,Diwali,Rangoli,Festival,788,206,174155
02-11-2021,Diwali,Smart Bulbs,Festival,908.0769231,4038,3598025
02-11-2021,Diwali,Smart Speakers,Festival,763.2666667,3961,2953230
02-11-2021,Diwali,Smart Watch,Festival,848.1428571,4486,3809605
02-11-2021,Diwali,Sweets Box,Festival,774.4545455,3591,2651844
02-11-2021,Diwali,Wall Paintings,Festival,590.125,639,351407
03-11-2021,Diwali,Candles,Festival,307.3333333,461,139139
03-11-2021,Diwali,Chocolates,Festival,909.1428571,2505,2273524
03-11-2021,Diwali,Coffee Mug,Festival,510.4,270,123031
03-11-2021,Diwali,Diyas,Festival,826.6923077,3478,2889425
03-11-2021,Diwali,Dry Fruits,Festival,778.75,630,451593
03-11-2021,Diwali,Firecrackers,Festival,884.9333333,5202,4807643
03-11-2021,Diwali,Gift Hamper,Festival,520,226,113830
03-11-2021,Diwali,Gift Vouchers,Festival,777.4285714,4109,3167180
03-11-2021,Diwali,Home Decor Set,Festival,514.625,520,301182
03-11-2021,Diwali,Indoor Plants,Festival,895.8,302,243421
03-11-2021,Diwali,Kitchen Set,Festival,788.3333333,223,162727
03-11-2021,Diwali,LED Lights,Festival,823.4,4599,3743073
03-11-2021,Diwali,Lamps,Festival,823.8,3292,2811718
03-11-2021,Diwali,Puja Thali,Festival,507.75,321,151956
03-11-2021,Diwali,Rangoli,Festival,506.375,516,269653
03-11-2021,Diwali,Smart Bulbs,Festival,878.8571429,1805,1515365
03-11-2021,Diwali,Smart Speakers,Festival,881.7,2665,2230417
03-11-2021,Diwali,Smart Watch,Festival,1066.25,2619,2723954
03-11-2021,Diwali,Sweets Box,Festival,772.2857143,3949,3061158
03-11-2021,Diwali,Wall Paintings,Festival,585.75,348,182336
04-11-2021,Diwali,Candles,Festival,869,433,405520
04-11-2021,Diwali,Chocolates,Festival,844.8,1154,1015581
04-11-2021,Diwali,Coffee Mug,Festival,436.375,574,237672
04-11-2021,Diwali,Diyas,Festival,780.1666667,3213,2663764
04-11-2021,Diwali,Dry Fruits,Festival,771,261,173712
04-11-2021,Diwali,Firecrackers,Festival,1005.6,1663,1496361
04-11-2021,Diwali,Gift Hamper,Festival,1047,215,224293
04-11-2021,Diwali,Gift Vouchers,Festival,905,4502,3612556
04-11-2021,Diwali,Home Decor Set,Festival,931.2857143,553,535121
04-11-2021,Diwali,Indoor Plants,Festival,616,237,144045
04-11-2021,Diwali,Kitchen Set,Festival,658.6666667,220,145961
04-11-2021,Diwali,LED Lights,Festival,909.3636364,3422,3226581
04-11-2021,Diwali,Lamps,Festival,876.1428571,2089,2001401
04-11-2021,Diwali,Puja Thali,Festival,702.2857143,436,317668
04-11-2021,Diwali,Rangoli,Festival,757.6666667,479,346326
04-11-2021,Diwali,Smart Bulbs,Festival,615.5,4315,2629694
04-11-2021,Diwali,Smart Speakers,Festival,1015.3,3696,3686749
04-11-2021,Diwali,Smart Watch,Festival,948.5,2497,2495478
04-11-2021,Diwali,Sweets Box,Festival,777.1111111,2442,2011472
04-11-2021,Diwali,Wall Paintings,Festival,643,358,243726
05-11-2021,Diwali,Candles,Festival,643.5,363,245869
05-11-2021,Diwali,Chocolates,Festival,846.25,3863,3260249
05-11-2021,Diwali,Coffee Mug,Festival,890,341,298144
05-11-2021,Diwali,Diyas,Festival,841.8,1531,1304503
05-11-2021,Diwali,Dry Fruits,Festival,599.8,227,115034
05-11-2021,Diwali,Firecrackers,Festival,1066.538462,3590,3889097
05-11-2021,Diwali,Gift Hamper,Festival,728.375,564,448192
05-11-2021,Diwali,Gift Vouchers,Festival,888.4,1964,1816448
05-11-2021,Diwali,Home Decor Set,Festival,809.375,512,442935
05-11-2021,Diwali,Indoor Plants,Festival,740.8571429,516,360981
05-11-2021,Diwali,Kitchen Set,Festival,315.75,531,177643
05-11-2021,Diwali,LED Lights,Festival,780.0714286,4462,3379494
05-11-2021,Diwali,Lamps,Festival,849.1111111,2479,2250539
05-11-2021,Diwali,Puja Thali,Festival,589.7142857,448,254210
05-11-2021,Diwali,Rangoli,Festival,479.6666667,225,108525
05-11-2021,Diwali,Smart Bulbs,Festival,862.2222222,3048,2706153
05-11-2021,Diwali,Smart Speakers,Festival,886.2,1416,1270412
05-11-2021,Diwali,Smart Watch,Festival,795.125,2464,2154572
05-11-2021,Diwali,Sweets Box,Festival,907.5454545,3321,3024690
05-11-2021,Diwali,Wall Paintings,Festival,718.2,382,272274
18-12-2021,Christmas,Cake,Festival,1008.636364,2452,2414948
18-12-2021,Christmas,Candles,Festival,949,2759,2584549
18-12-2021,Christmas,Chocolates,Festival,413,843,372828
18-12-2021,Christmas,Christmas Stocking,Festival,562.4,327,199138
18-12-2021,Christmas,Christmas Tree,Festival,981.25,1186,1196435
18-12-2021,Christmas,Decor,Festival,749.1428571,572,411334
18-12-2021,Christmas,Gift Box,Festival,798.3,1657,1301252
18-12-2021,Christmas,Greeting Card,Festival,498.2,266,140187
18-12-2021,Christmas,Hanging Stars,Festival,494.6666667,260,153273
18-12-2021,Christmas,LED Lights,Festival,856.7777778,1391,1154444
18-12-2021,Christmas,Lights,Festival,924.4,442,419253
18-12-2021,Christmas,Mugs,Festival,563.2,306,177200
18-12-2021,Christmas,Ornaments,Festival,932.2307692,2131,1789871
18-12-2021,Christmas,Photo Frames,Festival,761,206,175335
18-12-2021,Christmas,Santa Dress,Festival,862.7142857,1350,1098046
18-12-2021,Christmas,Smart Lights,Festival,773.3636364,2302,1905543
18-12-2021,Christmas,Snow Globe,Festival,512.2,265,181593
18-12-2021,Christmas,Socks,Festival,580.5,335,190164
18-12-2021,Christmas,Stuffed Toys,Festival,677.8333333,1268,921176
18-12-2021,Christmas,Wine,Festival,521.6,302,168504
19-12-2021,Christmas,Cake,Festival,717.8461538,2641,1876063
19-12-2021,Christmas,Candles,Festival,712.5333333,3675,2814388
19-12-2021,Christmas,Chocolates,Festival,878.3571429,3108,2738253
19-12-2021,Christmas,Christmas Stocking,Festival,554.8,273,168015
19-12-2021,Christmas,Christmas Tree,Festival,687.6666667,1216,833288
19-12-2021,Christmas,Decor,Festival,746.6,399,313339
19-12-2021,Christmas,Gift Box,Festival,1011.142857,1522,1483425
19-12-2021,Christmas,Greeting Card,Festival,574.5,541,336617
19-12-2021,Christmas,Hanging Stars,Festival,922.25,244,220220
19-12-2021,Christmas,LED Lights,Festival,982.5454545,2330,2336311
19-12-2021,Christmas,Lights,Festival,488.8,374,187284
19-12-2021,Christmas,Mugs,Festival,363.25,334,126696
19-12-2021,Christmas,Ornaments,Festival,849.3571429,3251,2680298
19-12-2021,Christmas,Photo Frames,Festival,637.3333333,138,101874
19-12-2021,Christmas,Santa Dress,Festival,628.0909091,2068,1434052
19-12-2021,Christmas,Smart Lights,Festival,866.2857143,1169,1159795
19-12-2021,Christmas,Snow Globe,Festival,750.4,304,214153
19-12-2021,Christmas,Socks,Festival,762,475,364582
19-12-2021,Christmas,Stuffed Toys,Festival,816.8,3022,2447585
19-12-2021,Christmas,Wine,Festival,952.3333333,123,116401
20-12-2021,Christmas,Cake,Festival,656.2857143,1494,1084941
20-12-2021,Christmas,Candles,Festival,916.125,1988,1922266
20-12-2021,Christmas,Chocolates,Festival,744,2237,1656275
20-12-2021,Christmas,Christmas Stocking,Festival,660.6666667,309,202435
20-12-2021,Christmas,Christmas Tree,Festival,861.6666667,1729,1403503
20-12-2021,Christmas,Decor,Festival,577.1666667,481,311216
20-12-2021,Christmas,Gift Box,Festival,906.0909091,2586,2429137
20-12-2021,Christmas,Greeting Card,Festival,657.8,286,234826
20-12-2021,Christmas,Hanging Stars,Festival,552.75,297,181228
20-12-2021,Christmas,LED Lights,Festival,891.5555556,2466,2244123
20-12-2021,Christmas,Lights,Festival,455.25,291,118326
20-12-2021,Christmas,Mugs,Festival,533.6666667,391,227284
20-12-2021,Christmas,Ornaments,Festival,707.2857143,1350,937041
20-12-2021,Christmas,Photo Frames,Festival,737,492,370862
20-12-2021,Christmas,Santa Dress,Festival,822.75,1717,1435216
20-12-2021,Christmas,Smart Lights,Festival,837,1805,1410533
20-12-2021,Christmas,Snow Globe,Festival,530.6666667,238,137750
20-12-2021,Christmas,Socks,Festival,584.7142857,572,355405
20-12-2021,Christmas,Stuffed Toys,Festival,950,1257,1227766
20-12-2021,Christmas,Wine,Festival,734.3333333,487,352256
21-12-2021,Christmas,Cake,Festival,873.7,2783,2486241
21-12-2021,Christmas,Candles,Festival,952.25,2222,2162463
21-12-2021,Christmas,Chocolates,Festival,744.4615385,3012,2207020
21-12-2021,Christmas,Christmas Stocking,Festival,603.8,382,212498
21-12-2021,Christmas,Christmas Tree,Festival,766.2727273,2131,1613105
21-12-2021,Christmas,Decor,Festival,661.2,302,200587
21-12-2021,Christmas,Gift Box,Festival,696.8888889,1832,1384998
21-12-2021,Christmas,Greeting Card,Festival,578.3333333,441,204255
21-12-2021,Christmas,Hanging Stars,Festival,958.5,421,382362
21-12-2021,Christmas,LED Lights,Festival,657,1418,1003082
